176,191,44
191,176,76
51,192,68
192,51,18
41,193,68
193,41,5
71,194,4
194,71,53
5,195,99
195,5,45
186,196,36
196,186,36
146,197,78
197,146,28
148,198,84
198,148,84
50,199,10
199,50,9
162,200,95
200,162,78
54,201,46
201,54,26
147,202,58
202,147,1
40,203,48
203,40,78
13,204,92
204,13,3
118,205,61
205,118,94
163,206,44
206,163,89
96,207,96
207,96,8
142,208,89
208,142,59
185,209,99
209,185,19
108,210,33
210,108,14
190,211,48
211,190,35
124,212,79
212,124,12
150,213,71
213,150,37
130,214,72
214,130,6
169,215,56
215,169,34
108,216,67
216,108,71
9,217,20
217,9,72
186,218,43
218,186,5
196,219,45
219,196,94
127,220,57
220,127,74
197,221,76
221,197,34
26,222,26
222,26,25
61,223,47
223,61,79
103,224,91
224,103,76
222,225,60
225,222,9
132,226,72
226,132,85
81,227,97
227,81,88
61,228,93
228,61,84
223,229,43
229,223,19
195,230,82
230,195,28
21,231,52
231,21,7
135,232,21
232,135,36
165,233,38
233,165,27
155,234,1
234,155,62
174,235,66
235,174,42
152,236,82
236,152,93
172,237,89
237,172,3
157,238,58
238,157,9
61,239,49
239,61,6
143,240,73
240,143,45
145,241,85
241,145,81
132,242,76
242,132,48
37,243,9
243,37,44
147,244,96
244,147,67
79,245,16
245,79,88
76,246,33
246,76,40
167,247,70
247,167,47
135,248,67
248,135,34
80,249,5
249,80,36
187,250,80
250,187,51
54,251,4
251,54,96
223,252,46
252,223,25
182,253,69
253,182,3
12,254,43
254,12,2
219,255,98
255,219,84
1,256,79
256,1,26
194,257,84
257,194,62
243,258,90
258,243,76
171,259,29
259,171,93
23,260,72
260,23,86
210,261,88
261,210,40
111,262,40
262,111,6
196,263,21
263,196,25
80,264,21
264,80,65
96,265,83
265,96,65
172,266,93
266,172,12
123,267,71
267,123,85
114,268,76
268,114,22
104,269,85
269,104,26
177,270,47
270,177,77
142,271,10
271,142,7
60,272,87
272,60,43
121,273,32
273,121,5
17,274,67
274,17,71
94,275,36
275,94,86
71,276,73
276,71,12
170,277,5
277,170,55
142,278,9
278,142,28
114,279,58
279,114,12
140,280,33
280,140,92
113,281,3
281,113,88
121,282,82
282,121,4
70,283,19
283,70,57
259,284,11
284,259,33
87,285,73
285,87,57
217,286,95
286,217,52
112,287,70
287,112,89
30,288,45
288,30,32
230,289,32
289,230,33
46,290,54
290,46,3
261,291,71
291,261,26
264,292,78
292,264,88
113,293,31
293,113,17
212,294,86
294,212,81
270,295,1
295,270,57
118,296,74
296,118,1
22,297,3
297,22,97
79,298,10
298,79,86
44,299,31
299,44,4
13,300,94
300,13,10
64,301,15
301,64,34
60,302,5
302,60,48
24,303,12
303,24,33
255,304,9
304,255,4
151,305,22
305,151,46
22,306,8
306,22,85
71,307,100
307,71,17
271,308,87
308,271,20
273,309,93
309,273,27
227,310,62
310,227,75
303,311,71
311,303,15
249,312,64
312,249,71
239,313,18
313,239,11
235,314,49
314,235,35
123,315,36
315,123,1
157,316,82
316,157,92
33,317,80
317,33,92
101,318,18
318,101,14
315,319,32
319,315,45
317,320,53
320,317,40
202,321,48
321,202,82
243,322,57
322,243,99
193,323,72
323,193,25
304,324,78
324,304,57
252,325,41
325,252,39
54,326,37
326,54,64
119,327,89
327,119,36
296,328,69
328,296,21
164,329,33
329,164,83
121,330,100
330,121,78
33,331,62
331,33,79
16,332,19
332,16,64
245,333,25
333,245,58
105,334,90
334,105,36
282,335,12
335,282,28
55,336,14
336,55,39
27,337,69
337,27,36
262,338,76
338,262,32
54,339,85
339,54,15
89,340,93
340,89,72
53,341,100
341,53,73
80,342,73
342,80,20
295,343,39
343,295,85
17,344,81
344,17,68
55,345,84
345,55,85
344,346,10
346,344,13
221,347,65
347,221,64
240,348,22
348,240,26
117,349,68
349,117,96
318,350,49
350,318,82
294,351,17
351,294,99
167,352,35
352,167,22
117,353,25
353,117,51
315,354,76
354,315,31
306,355,13
355,306,43
297,356,98
356,297,20
124,357,80
357,124,34
235,358,84
358,235,96
181,359,10
359,181,88
268,360,21
360,268,93
179,361,58
361,179,57
74,362,71
362,74,35
34,363,57
363,34,50
69,364,26
364,69,20
99,365,65
365,99,89
10,366,51
366,10,63
198,367,2
367,198,65
251,368,80
368,251,59
61,369,88
369,61,99
274,370,77
370,274,93
325,371,98
371,325,49
37,372,63
372,37,34
346,373,98
373,346,77
63,374,91
374,63,39
60,375,85
375,60,75
245,376,36
376,245,46
73,377,56
377,73,16
8,378,96
378,8,14
152,379,57
379,152,68
72,380,49
380,72,44
81,381,90
381,81,11
48,382,27
382,48,77
240,383,53
383,240,77
185,384,21
384,185,66
255,385,64
385,255,29
242,386,77
386,242,98
324,387,28
387,324,38
303,388,54
388,303,45
362,389,73
389,362,21
41,390,98
390,41,9
227,391,68
391,227,14
169,392,17
392,169,57
93,393,27
393,93,19
86,394,86
394,86,49
241,395,8
395,241,77
168,396,72
396,168,69
389,397,46
397,389,90
220,398,54
398,220,76
254,399,52
399,254,72
141,400,7
400,141,42
341,401,18
401,341,93
176,402,47
402,176,57
211,403,15
403,211,15
227,404,42
404,227,80
161,405,23
405,161,66
250,406,88
406,250,17
368,407,50
407,368,25
126,408,39
408,126,90
56,409,88
409,56,1
372,410,66
410,372,28
196,411,71
411,196,4
205,412,16
412,205,3
404,413,61
413,404,26
181,414,8
414,181,77
137,415,79
415,137,3
67,416,53
416,67,44
12,417,99
417,12,28
134,418,55
418,134,37
235,419,71
419,235,85
30,420,15
420,30,26
33,421,43
421,33,3
334,422,95
422,334,45
149,423,19
423,149,64
89,424,54
424,89,59
360,425,59
425,360,16
115,426,29
426,115,70
68,427,34
427,68,6
100,428,36
428,100,45
334,429,67
429,334,52
191,430,94
430,191,47
227,431,2
431,227,11
213,432,76
432,213,65
313,433,91
433,313,36
129,434,26
434,129,75
229,435,36
435,229,67
78,436,100
436,78,73
254,437,12
437,254,79
111,438,29
438,111,83
309,439,73
439,309,5
48,440,17
440,48,57
127,441,7
441,127,55
279,442,6
442,279,11
243,443,38
443,243,70
204,444,91
444,204,100
322,445,94
445,322,37
169,446,69
446,169,15
286,447,31
447,286,56
139,448,2
448,139,20
360,449,30
449,360,67
223,450,29
450,223,63
215,451,39
451,215,59
206,452,48
452,206,23
324,453,46
453,324,84
41,454,70
454,41,32
353,455,42
455,353,47
30,456,14
456,30,25
182,457,94
457,182,32
364,458,42
458,364,79
271,459,18
459,271,50
446,460,32
460,446,76
316,461,55
461,316,51
141,462,38
462,141,5
402,463,19
463,402,6
425,464,83
464,425,84
18,465,48
465,18,79
163,466,15
466,163,96
57,467,50
467,57,88
52,468,87
468,52,92
408,469,41
469,408,71
469,470,85
470,469,23
189,471,100
471,189,78
7,472,72
472,7,7
112,473,17
473,112,83
270,474,95
474,270,19
183,475,89
475,183,50
159,476,67
476,159,48
69,477,15
477,69,94
347,478,90
478,347,48
442,479,51
479,442,54
181,480,52
480,181,89
20,481,68
481,20,76
276,482,90
482,276,70
217,483,64
483,217,61
184,484,57
484,184,89
452,485,84
485,452,95
432,486,13
486,432,88
364,487,4
487,364,69
173,488,59
488,173,86
211,489,50
489,211,48
201,490,21
490,201,63
242,491,33
491,242,18
114,492,48
492,114,37
267,493,21
493,267,7
87,494,94
494,87,89
370,495,15
495,370,12
434,496,55
496,434,14
101,497,63
497,101,61
79,498,93
498,79,47
45,499,42
499,45,79
7,500,70
500,7,87
266,501,12
501,266,95
372,502,26
502,372,6
417,503,58
503,417,89
76,504,38
504,76,17
222,505,17
505,222,17
68,506,22
506,68,76
442,507,85
507,442,23
432,508,92
508,432,83
45,509,83
509,45,24
205,510,77
510,205,12
333,511,96
511,333,55
195,512,8
512,195,21
327,513,73
513,327,67
45,514,21
514,45,33
174,515,47
515,174,17
368,516,47
516,368,72
237,517,74
517,237,77
435,518,41
518,435,73
11,519,83
519,11,23
373,520,63
520,373,55
139,521,40
521,139,53
468,522,95
522,468,88
466,523,4
523,466,83
2,524,68
524,2,1
51,525,95
525,51,71
521,526,44
526,521,41
344,527,56
527,344,85
394,528,13
528,394,36
412,529,100
529,412,36
368,530,34
530,368,72
72,531,65
531,72,58
369,532,29
532,369,69
365,533,84
533,365,5
270,534,9
534,270,72
511,535,41
535,511,58
70,536,69
536,70,48
251,537,45
537,251,40
238,538,34
538,238,46
523,539,90
539,523,16
135,540,80
540,135,72
138,541,91
541,138,26
446,542,46
542,446,94
430,543,97
543,430,59
346,544,24
544,346,66
248,545,7
545,248,65
42,546,35
546,42,25
335,547,75
547,335,69
503,548,21
548,503,92
216,549,66
549,216,94
395,550,50
550,395,70
401,551,35
551,401,93
188,552,15
552,188,43
373,553,5
553,373,24
286,554,36
554,286,15
239,555,82
555,239,69
4,556,4
556,4,82
403,557,81
557,403,3
138,558,7
558,138,71
345,559,76
559,345,19
252,560,6
560,252,16
131,561,23
561,131,70
79,562,93
562,79,66
99,563,77
563,99,27
49,564,37
564,49,24
490,565,15
565,490,72
313,566,65
566,313,59
440,567,58
567,440,61
375,568,27
568,375,75
302,569,93
569,302,8
360,570,22
570,360,55
496,571,6
571,496,76
81,572,41
572,81,23
536,573,14
573,536,97
296,574,47
574,296,11
113,575,36
575,113,4
479,576,27
576,479,83
317,577,58
577,317,63
481,578,55
578,481,62
156,579,57
579,156,61
459,580,14
580,459,44
435,581,19
581,435,38
220,582,82
582,220,96
182,583,86
583,182,40
506,584,93
584,506,68
310,585,77
585,310,83
216,586,12
586,216,49
499,587,7
587,499,39
241,588,49
588,241,2
202,589,65
589,202,97
511,590,90
590,511,28
91,591,7
591,91,96
493,592,76
592,493,34
482,593,48
593,482,53
132,594,71
594,132,65
488,595,31
595,488,12
28,596,78
596,28,33
176,597,36
597,176,96
180,598,34
598,180,52
365,599,9
599,365,38
540,600,15
600,540,35
453,601,79
601,453,5
13,602,42
602,13,86
351,603,40
603,351,53
426,604,8
604,426,8
525,605,60
605,525,95
157,606,68
606,157,31
435,607,36
607,435,69
413,608,65
608,413,86
488,609,32
609,488,30
563,610,59
610,563,24
299,611,73
611,299,92
575,612,70
612,575,78
224,613,16
613,224,30
539,614,36
614,539,28
331,615,15
615,331,65
488,616,65
616,488,80
358,617,58
617,358,64
463,618,13
618,463,63
346,619,69
619,346,66
65,620,1
620,65,74
85,621,83
621,85,54
615,622,41
622,615,62
334,623,67
623,334,94
95,624,11
624,95,7
32,625,13
625,32,64
319,626,40
626,319,8
75,627,88
627,75,62
364,628,80
628,364,70
238,629,98
629,238,57
491,630,63
630,491,26
539,631,6
631,539,68
498,632,3
632,498,54
116,633,71
633,116,71
49,634,5
634,49,35
90,635,86
635,90,67
142,636,74
636,142,31
481,637,21
637,481,46
71,638,25
638,71,14
353,639,57
639,353,9
381,640,26
640,381,75
360,641,9
641,360,24
44,642,23
642,44,49
441,643,24
643,441,5
578,644,13
644,578,61
359,645,12
645,359,15
547,646,62
646,547,22
349,647,11
647,349,90
466,648,84
648,466,88
98,649,13
649,98,78
277,650,29
650,277,50
361,651,59
651,361,41
244,652,17
652,244,6
438,653,26
653,438,17
103,654,76
654,103,24
128,655,61
655,128,39
567,656,7
656,567,16
333,657,33
657,333,59
497,658,88
658,497,26
491,659,35
659,491,46
575,660,78
660,575,10
97,661,71
661,97,77
37,662,62
662,37,45
229,663,33
663,229,27
503,664,61
664,503,14
254,665,50
665,254,40
28,666,68
666,28,58
113,667,88
667,113,52
71,668,38
668,71,33
55,669,11
669,55,80
453,670,96
670,453,88
244,671,57
671,244,96
540,672,76
672,540,17
452,673,98
673,452,54
116,674,48
674,116,96
412,675,64
675,412,73
146,676,62
676,146,3
390,677,33
677,390,53
382,678,6
678,382,35
647,679,4
679,647,99
33,680,30
680,33,9
59,681,93
681,59,24
124,682,44
682,124,64
117,683,23
683,117,84
51,684,6
684,51,56
223,685,72
685,223,70
347,686,81
686,347,72
123,687,61
687,123,12
253,688,77
688,253,66
501,689,45
689,501,47
147,690,3
690,147,8
175,691,89
691,175,81
332,692,53
692,332,39
138,693,100
693,138,83
148,694,48
694,148,21
154,695,48
695,154,39
270,696,12
696,270,28
86,697,47
697,86,13
486,698,50
698,486,11
347,699,94
699,347,82
654,700,42
700,654,55
634,701,50
701,634,2
286,702,48
702,286,31
579,703,58
703,579,30
60,704,21
704,60,83
197,705,2
705,197,6
14,706,29
706,14,69
303,707,45
707,303,8
137,708,58
708,137,83
510,709,27
709,510,81
622,710,89
710,622,33
602,711,91
711,602,86
634,712,49
712,634,7
292,713,21
713,292,11
74,714,81
714,74,5
118,715,97
715,118,24
8,716,80
716,8,61
696,717,57
717,696,61
599,718,51
718,599,51
545,719,51
719,545,6
512,720,55
720,512,20
666,721,59
721,666,58
456,722,55
722,456,53
479,723,23
723,479,75
679,724,15
724,679,64
408,725,70
725,408,55
181,726,83
726,181,12
641,727,83
727,641,76
279,728,41
728,279,15
406,729,40
729,406,60
206,730,97
730,206,35
52,731,62
731,52,56
720,732,85
732,720,34
631,733,46
733,631,50
675,734,64
734,675,1
600,735,17
735,600,93
362,736,17
736,362,52
183,737,17
737,183,52
100,738,97
738,100,11
177,739,34
739,177,77
199,740,93
740,199,48
130,741,88
741,130,77
622,742,6
742,622,24
211,743,52
743,211,10
655,744,83
744,655,72
105,745,1
745,105,69
645,746,79
746,645,28
278,747,73
747,278,52
136,748,14
748,136,16
540,749,81
749,540,84
738,750,66
750,738,16
533,751,66
751,533,85
233,752,36
752,233,61
714,753,28
753,714,24
243,754,31
754,243,57
624,755,53
755,624,90
15,756,79
756,15,12
132,757,18
757,132,4
37,758,81
758,37,46
738,759,100
759,738,33
333,760,88
760,333,87
88,761,85
761,88,70
540,762,55
762,540,71
205,763,29
763,205,19
165,764,64
764,165,49
338,765,79
765,338,99
760,766,49
766,760,63
543,767,31
767,543,7
25,768,27
768,25,52
675,769,41
769,675,9
614,770,4
770,614,65
514,771,79
771,514,8
446,772,76
772,446,86
116,773,27
773,116,81
457,774,59
774,457,63
157,775,41
775,157,28
126,776,61
776,126,93
365,777,52
777,365,90
355,778,61
778,355,54
558,779,27
779,558,94
294,780,67
780,294,90
93,781,64
781,93,58
486,782,88
782,486,29
274,783,22
783,274,63
338,784,79
784,338,31
252,785,95
785,252,30
203,786,80
786,203,49
496,787,45
787,496,54
424,788,64
788,424,29
53,789,85
789,53,53
403,790,41
790,403,43
306,791,82
791,306,87
71,792,97
792,71,72
424,793,11
793,424,35
229,794,77
794,229,54
224,795,74
795,224,43
299,796,59
796,299,88
478,797,14
797,478,98
51,798,32
798,51,62
122,799,44
799,122,91
305,800,84
800,305,52
800,801,50
801,800,99
784,802,56
802,784,40
263,803,56
803,263,94
717,804,68
804,717,10
788,805,12
805,788,64
631,806,92
806,631,72
102,807,52
807,102,19
714,808,64
808,714,100
679,809,83
809,679,86
197,810,29
810,197,12
328,811,97
811,328,23
561,812,45
812,561,52
192,813,31
813,192,44
74,814,89
814,74,78
62,815,33
815,62,1
61,816,38
816,61,36
286,817,89
817,286,75
392,818,80
818,392,95
282,819,86
819,282,36
141,820,89
820,141,36
32,821,87
821,32,15
204,822,92
822,204,68
619,823,95
823,619,6
96,824,63
824,96,32
649,825,90
825,649,77
302,826,28
826,302,16
394,827,48
827,394,83
539,828,72
828,539,94
276,829,69
829,276,60
64,830,41
830,64,91
212,831,7
831,212,20
254,832,88
832,254,39
770,833,70
833,770,95
705,834,67
834,705,37
473,835,28
835,473,27
761,836,8
836,761,39
91,837,77
837,91,62
681,838,93
838,681,16
552,839,98
839,552,8
114,840,59
840,114,98
181,841,10
841,181,29
426,842,82
842,426,52
372,843,45
843,372,21
601,844,52
844,601,60
133,845,11
845,133,25
237,846,82
846,237,76
643,847,51
847,643,99
391,848,72
848,391,85
594,849,49
849,594,31
135,850,84
850,135,44
728,851,77
851,728,98
615,852,97
852,615,13
726,853,50
853,726,39
486,854,78
854,486,37
323,855,70
855,323,96
390,856,16
856,390,74
593,857,11
857,593,75
254,858,24
858,254,5
608,859,85
859,608,83
573,860,43
860,573,35
173,861,36
861,173,62
564,862,56
862,564,8
639,863,65
863,639,32
530,864,70
864,530,100
233,865,65
865,233,91
428,866,60
866,428,87
472,867,70
867,472,14
745,868,60
868,745,52
413,869,12
869,413,70
128,870,99
870,128,30
771,871,18
871,771,23
447,872,48
872,447,61
322,873,56
873,322,18
751,874,88
874,751,47
562,875,61
875,562,20
662,876,15
876,662,31
5,877,35
877,5,1
403,878,40
878,403,28
652,879,93
879,652,66
834,880,57
880,834,51
246,881,45
881,246,72
596,882,72
882,596,83
476,883,22
883,476,63
780,884,89
884,780,16
244,885,88
885,244,34
624,886,54
886,624,8
744,887,59
887,744,100
247,888,97
888,247,10
91,889,89
889,91,19
252,890,72
890,252,25
665,891,9
891,665,95
879,892,72
892,879,62
446,893,95
893,446,60
171,894,41
894,171,52
468,895,90
895,468,1
291,896,66
896,291,84
362,897,18
897,362,92
200,898,88
898,200,44
777,899,49
899,777,97
591,900,65
900,591,74
289,901,30
901,289,90
839,902,74
902,839,79
813,903,72
903,813,7
640,904,4
904,640,72
578,905,95
905,578,97
709,906,55
906,709,92
805,907,70
907,805,73
129,908,11
908,129,57
357,909,8
909,357,26
335,910,67
910,335,33
731,911,53
911,731,25
366,912,33
912,366,22
314,913,21
913,314,69
878,914,87
914,878,45
238,915,31
915,238,45
861,916,31
916,861,58
497,917,97
917,497,31
253,918,77
918,253,62
338,919,78
919,338,1
316,920,5
920,316,40
530,921,43
921,530,100
362,922,90
922,362,4
193,923,23
923,193,63
75,924,63
924,75,70
565,925,77
925,565,60
381,926,21
926,381,73
555,927,64
927,555,32
252,928,1
928,252,10
546,929,39
929,546,94
492,930,35
930,492,80
714,931,67
931,714,5
826,932,83
932,826,53
61,933,43
933,61,95
393,934,25
934,393,84
896,935,90
935,896,47
194,936,48
936,194,69
477,937,96
937,477,30
80,938,1
938,80,87
684,939,67
939,684,62
220,940,16
940,220,11
149,941,21
941,149,70
876,942,49
942,876,94
346,943,25
943,346,23
425,944,12
944,425,88
259,945,59
945,259,20
346,946,97
946,346,62
823,947,17
947,823,11
98,948,56
948,98,91
905,949,59
949,905,5
717,950,84
950,717,96
782,951,15
951,782,38
458,952,26
952,458,5
553,953,2
953,553,10
236,954,72
954,236,86
574,955,75
955,574,65
642,956,75
956,642,82
778,957,89
957,778,13
371,958,90
958,371,24
898,959,28
959,898,12
571,960,40
960,571,39
596,961,12
961,596,65
779,962,53
962,779,90
419,963,58
963,419,38
539,964,34
964,539,8
916,965,77
965,916,99
542,966,95
966,542,74
268,967,12
967,268,7
191,968,5
968,191,65
762,969,4
969,762,43
192,970,1
970,192,65
728,971,89
971,728,57
488,972,51
972,488,45
287,973,35
973,287,46
721,974,96
974,721,14
584,975,35
975,584,13
314,976,10
976,314,26
98,977,77
977,98,26
581,978,7
978,581,66
68,979,74
979,68,36
894,980,4
980,894,16
20,981,52
981,20,36
580,982,3
982,580,78
161,983,24
983,161,36
374,984,63
984,374,98
191,985,58
985,191,52
891,986,61
986,891,40
414,987,5
987,414,77
627,988,39
988,627,84
236,989,44
989,236,27
454,990,10
990,454,82
677,991,99
991,677,70
460,992,100
992,460,4
408,993,80
993,408,54
569,994,69
994,569,38
472,995,22
995,472,96
666,996,98
996,666,26
777,997,5
997,777,61
547,998,3
998,547,4
120,999,9
999,120,23
514,1000,89
1000,514,61
59,510,75
510,59,43
589,330,97
330,589,57
207,629,99
629,207,9
389,952,65
952,389,73
812,109,14
109,812,17
660,981,15
981,660,72
49,331,83
331,49,78
926,450,46
450,926,58
498,560,68
560,498,99
242,509,57
509,242,78
51,838,76
838,51,67
600,777,43
777,600,10
378,330,41
330,378,60
647,717,28
717,647,80
116,712,35
712,116,50
167,235,7
235,167,39
152,448,89
448,152,32
279,895,42
895,279,79
149,691,95
691,149,6
632,418,51
418,632,50
157,619,58
619,157,83
649,172,63
172,649,77
549,676,14
676,549,83
549,674,48
674,549,43
69,309,52
309,69,65
847,747,95
747,847,5
933,536,61
536,933,98
415,465,38
465,415,1
340,162,48
162,340,55
427,647,56
647,427,98
791,414,23
414,791,76
481,459,66
459,481,59
877,981,47
981,877,2
426,978,98
978,426,13
412,296,18
296,412,26
20,417,46
417,20,64
701,350,58
350,701,55
292,220,39
220,292,83
234,606,56
606,234,61
287,672,4
672,287,26
457,76,16
76,457,93
711,235,48
235,711,19
221,45,60
45,221,38
771,232,90
232,771,48
723,634,26
634,723,51
749,454,65
454,749,42
769,52,60
52,769,53
885,979,24
979,885,76
82,298,8
298,82,20
413,145,75
145,413,95
339,808,97
808,339,56
979,904,31
904,979,52
281,403,49
403,281,97
935,649,36
649,935,70
177,916,23
916,177,22
277,207,92
207,277,84
316,276,54
276,316,54
760,515,72
515,760,49
704,597,49
597,704,80
463,812,66
812,463,21
152,100,26
100,152,88
860,586,56
586,860,78
185,897,89
897,185,98
913,311,51
311,913,79
698,242,26
242,698,95
855,679,75
679,855,71
472,205,79
205,472,94
478,910,88
910,478,85
610,487,23
487,610,100
220,876,14
876,220,33
952,918,35
918,952,22
910,362,24
362,910,18
783,117,45
117,783,45
466,655,31
655,466,95
876,8,86
8,876,10
61,199,55
199,61,45
422,336,8
336,422,16
351,621,92
621,351,9
438,261,67
261,438,7
450,240,9
240,450,84
310,665,60
665,310,51
771,244,92
244,771,23
497,783,57
783,497,4
760,246,82
246,760,20
107,820,24
820,107,30
747,467,82
467,747,63
321,878,2
878,321,24
874,952,51
952,874,41
995,974,44
974,995,44
568,219,1
219,568,51
207,311,78
311,207,92
20,54,76
54,20,53
138,418,36
418,138,72
211,133,53
133,211,82
969,534,57
534,969,19
583,733,27
733,583,14
93,63,66
63,93,66
638,705,47
705,638,21
149,832,23
832,149,48
444,451,78
451,444,94
287,761,73
761,287,67
722,125,42
125,722,5
403,916,7
916,403,91
480,588,43
588,480,21
203,749,47
749,203,12
290,821,59
821,290,5
633,753,47
753,633,68
354,373,23
373,354,77
985,800,48
800,985,76
428,535,53
535,428,39
558,45,57
45,558,59
987,87,44
87,987,49
217,339,35
339,217,12
877,231,67
231,877,29
823,620,24
620,823,63
551,805,100
805,551,49
269,890,9
890,269,92
654,670,24
670,654,22
706,222,27
222,706,25
870,865,64
865,870,30
604,541,100
541,604,28
221,888,47
888,221,24
130,657,13
657,130,88
321,368,56
368,321,90
799,384,12
384,799,54
349,232,90
232,349,15
550,633,87
633,550,96
457,586,64
586,457,64
526,116,37
116,526,12
552,4,38
4,552,42
635,567,63
567,635,80
823,767,79
767,823,28
345,975,100
975,345,49
707,749,9
749,707,31
826,331,13
331,826,8
65,630,85
630,65,67
10,889,70
889,10,42
27,530,13
530,27,70
689,613,57
613,689,25
482,507,65
507,482,8
295,902,98
902,295,23
750,56,15
56,750,73
479,754,80
754,479,57
991,726,70
726,991,83
326,873,60
873,326,10
22,575,15
575,22,24
832,13,6
13,832,93
117,592,41
592,117,80
381,746,60
746,381,34
690,103,86
103,690,30
562,898,100
898,562,92
16,624,12
624,16,11
301,646,47
646,301,66
861,935,28
935,861,75
205,881,44
881,205,73
861,418,29
418,861,55
267,487,10
487,267,17
234,792,16
792,234,99
715,876,64
876,715,29
10,206,90
206,10,13
405,912,18
912,405,69
744,173,52
173,744,36
251,854,55
854,251,46
420,460,91
460,420,51
697,775,32
775,697,28
365,115,70
115,365,29
418,953,39
953,418,94
128,387,64
